time,P_gen_01_MW,P_gen_02_MW,P_gen_03_MW,P_gen_04_MW,P_gen_05_MW,P_gen_06_MW,P_gen_07_MW,P_gen_08_MW,P_gen_09_MW,P_gen_10_MW,Q_gen_01_Mvar,Q_gen_02_Mvar,Q_gen_03_Mvar,Q_gen_04_Mvar,Q_gen_05_Mvar,Q_gen_06_Mvar,Q_gen_07_Mvar,Q_gen_08_Mvar,Q_gen_09_Mvar,Q_gen_10_Mvar,V_bus_01,V_bus_02,V_bus_03,V_bus_04,V_bus_05,V_bus_06,V_bus_07,V_bus_08,V_bus_09,V_bus_10,V_bus_11,V_bus_12,V_bus_13,V_bus_14,V_bus_15,V_bus_16,V_bus_17,V_bus_18,V_bus_19,V_bus_20,V_bus_21,V_bus_22,V_bus_23,V_bus_24,V_bus_25,V_bus_26,V_bus_27,V_bus_28,V_bus_29,V_bus_30,V_bus_31,V_bus_32,V_bus_33,V_bus_34,V_bus_35,V_bus_36,V_bus_37,V_bus_38,V_bus_39,f_gen_01_Hz,f_gen_02_Hz,f_gen_03_Hz,f_gen_04_Hz,f_gen_05_Hz,f_gen_06_Hz,f_gen_07_Hz,f_gen_08_Hz,f_gen_09_Hz,f_gen_10_Hz
0,247.352261273966,699.116952392246,672.468436689094,653.082058117456,517.001575315051,646.130159821521,525.643122908954,535.987289333204,821.977002538217,950.42814425992,178.514463804071,156.180960293536,138.262339677886,44.6487567663441,137.308386721733,221.895608855346,188.546916430546,13.8484055552004,43.6269834569362,226.716692479406,1.02689619675705,1.02001666624597,0.99447483961839,0.960052914488354,0.958759194400415,0.959595583265732,0.953428280202794,0.95459830027182,1.02020748978919,0.965720464430389,0.96248971145941,0.945223402898302,0.964270555325827,0.965187824060215,0.973078921276371,0.991037183180515,0.995070011903285,0.993422115057645,0.990604030237737,0.987464309584295,0.997579428206033,1.02295995468122,1.02167673627957,0.999263896725713,1.02837994251279,1.01926682520478,1.00205421142613,1.01980305097993,1.02109290474891,1.04990032627657,0.982000407484284,0.984100409692964,0.997200872807602,1.01230087613236,1.04940108840344,1.06360108401266,1.02750044803667,1.02650102943883,1.0300000719806,60,60,60,60,60,60,60,60,60,60
0.2,247.352147745071,699.116875730087,672.468339706033,653.081739041182,517.001256606137,646.130016465863,525.643241488003,535.987282931208,821.976581197761,950.431725245661,178.514127017439,156.180854278296,138.262193264818,44.6484893727895,137.308618915998,221.895644835238,188.546756533802,13.8483873878241,43.6269131685302,226.715712880076,1.02689634378284,1.02001685759086,0.994475040116049,0.960053108719427,0.95875938752272,0.959595776101752,0.953428472315214,0.954598491454614,1.02020762188374,0.965720652071003,0.962489901630435,0.945223589244182,0.964270745017948,0.965188021132473,0.973079138955677,0.991037411654313,0.99507023484134,0.993422330404824,0.990604276065881,0.987464585016073,0.997579651095649,1.02296017059666,1.0216769419533,0.999264124040779,1.02838009875034,1.01926704806138,1.00205443309992,1.01980331134105,1.02109317049967,1.04990045693871,0.982000579005199,0.984100570900671,0.997201083025544,1.01230119020072,1.04940130699953,1.06360124211743,1.02750060259845,1.02650129160951,1.03000011870622,59.9999979038618,59.999997571694,59.9999975493403,59.9999970162923,59.9999967670842,59.9999973615192,59.9999974020685,59.9999976695916,59.9999969668573,59.9999987836974
0.4,247.352218092851,699.116723760728,672.468164854075,653.081361639069,517.000884414698,646.129809866064,525.643137139853,535.987186002709,821.976092568697,950.435484704017,178.513762703417,156.180753131528,138.262044059416,44.6482250024715,137.308789170982,221.895577278759,188.546543677481,13.8483413713596,43.6268219703308,226.714758639993,1.02689648089711,1.0200170221294,0.994475214203374,0.960053285264132,0.958759568883695,0.959595957779237,0.953428654400047,0.954598673034264,1.02020775024188,0.965720825861157,0.962490078889232,0.94522376174441,0.964270919399559,0.965188199058754,0.97307932626899,0.991037604366685,0.995070424180451,0.993422515063769,0.990604478408985,0.98746481063787,0.997579833734196,1.02296033924555,1.02167710315841,0.999264314759182,1.02838021901172,1.01926723217719,1.00205461843999,1.01980352857608,1.02109339171522,1.04990055558314,0.982000744034681,0.984100719918018,0.997201250466193,1.01230144479778,1.04940146607249,1.06360134982795,1.02750071619575,1.02650150633936,1.03000016337049,59.9999957145334,59.9999955577163,59.9999955509847,59.9999950637978,59.9999946636475,59.9999952629817,59.9999951590603,59.9999956783764,59.9999950999276,59.9999970049888
0.6,247.35190462781,699.116568182073,672.468013607168,653.081187704122,517.000629309251,646.129569637328,525.642814456399,535.987081091968,821.975900788041,950.437540087147,178.513622771089,156.180693553986,138.261969631768,44.6480807357574,137.308816669092,221.895462063568,188.546354615397,13.8483055509414,43.6267205643762,226.714392626111,1.02689652586455,1.02001704629394,0.994475239185839,0.960053319651259,0.958759612541999,0.959596001863173,0.953428701879723,0.954598721623847,1.02020779355855,0.965720861934769,0.962490118067935,0.945223797966544,0.964270954063293,0.965188230987169,0.973079348359209,0.991037621773341,0.995070441989751,0.993422536206915,0.990604487500228,0.987464827011134,0.997579844401366,1.022960337746,1.02167709880461,0.999264330623479,1.02838021859646,1.01926723232162,1.00205462629739,1.01980351649809,1.02109337440733,1.04990055784362,0.982000780813263,0.984100745404836,0.997201240088831,1.01230146760403,1.04940145199876,1.06360130764405,1.02750070980737,1.02650147541243,1.03000017857566,59.9999940338879,59.9999943974097,59.9999944514378,59.9999946360277,59.9999944932387,59.9999943612691,59.9999942497888,59.9999944082486,59.9999949527771,59.9999943586762
0.8,247.351644502021,699.11655373899,672.46804441793,653.081286728971,517.000719945857,646.129526212919,525.642776165619,535.98704469732,821.976188999109,950.434923998617,178.513910467193,156.180710399892,138.262054035867,44.6481487675236,137.308688158259,221.895491666939,188.546381008994,13.8483715662576,43.6266753165716,226.715283095974,1.02689638912936,1.02001684293784,0.994475020133488,0.960053104706681,0.958759400236745,0.959595788849726,0.953428494064471,0.954598516570043,1.02020766358892,0.965720649152829,0.96248990465261,0.945223588050834,0.964270739573376,0.965188010297433,0.973079105652974,0.991037366929576,0.99507019283339,0.993422297824962,0.990604210848697,0.987464538640993,0.997579594018811,1.0229600920912,1.02167685351485,0.999264074901395,1.02838004290673,1.01926696898686,1.0020543707611,1.01980319076653,1.02109303516246,1.04990040987001,0.982000570674875,0.984100548431793,0.997200971921189,1.01230116063239,1.04940121508332,1.0636010753349,1.02750054732654,1.02650112277428,1.03000013409431,59.9999934559826,59.9999937660327,59.9999938740924,59.9999944662808,59.9999949130723,59.9999943494354,59.9999944671441,59.9999936918416,59.9999948530335,59.9999918043979
1,247.351919448914,699.116650101119,672.468208792161,653.081399449671,517.000997704739,646.129856362282,525.643092250139,535.987115098243,821.976456109469,950.428913480958,178.514465299017,156.18077075031,138.262231281765,44.648332965707,137.308465454197,221.895634079564,188.546577690938,13.8484934426564,43.6266901016509,226.717022777616,1.02689613197341,1.02001650365959,0.99447465088492,0.96005272883502,0.958759018711514,0.959595405388814,0.953428116387122,0.954598142528851,1.02020741569325,0.965720272081748,0.962489524218583,0.945223215958439,0.964270361507435,0.965187625896465,0.973078694472808,0.991036940258187,0.99506978189358,0.993421901286815,0.990603758590716,0.987464063594078,0.99757917147838,1.02295968149004,1.02167644552061,0.999263645090658,1.02837976212162,1.0192665756457,1.00205397218291,1.01980273929526,1.02109257282773,1.04990017057094,0.982000194217386,0.98410020178925,0.997200544261644,1.0123006520705,1.04940082684498,1.06360071622983,1.02750028868048,1.0265006552755,1.03000005001758,59.9999929154556,59.9999930308482,59.9999931528418,59.9999937866105,59.9999943446027,59.9999939661539,59.9999939609786,59.9999929808452,59.9999937595388,59.9999905544695
1.00058599777123,257.88707959296,710.748082865483,684.471914652691,656.177908449776,517.427079193555,649.089144945262,528.154594067901,538.65274169517,822.914590198299,980.487873146238,181.935520617138,156.393957377222,140.875423127507,46.9671901396478,137.692250002823,224.337022606569,190.989073992599,15.4814696725851,45.4773209605604,232.210300337351,1.02594076761681,1.01803063980308,0.991708263736297,0.956312270798019,0.954252128884858,0.954900840982915,0.948625277526557,0.950205778500229,1.01847999725668,0.9614056298156,0.958018234198347,0.941000171542163,0.960133552166139,0.961438589578416,0.970085209927733,0.988362273947699,0.992446970647367,0.990739431438962,0.988285123764073,0.985245021601921,0.995101143724968,1.02074529614838,1.01948347756204,0.996619691326413,1.02659373814768,1.01709952183837,0.999677365454762,1.01783357662874,1.01921644407898,1.04846485322931,0.9767514523098,0.979953925499198,0.995188514766476,1.01018088763434,1.04751699277797,1.06199235886782,1.02600413309752,1.02487988555632,1.02957883681648,59.9998826705222,59.9998243154138,59.999845787471,59.9999461998516,59.9999871382782,59.9999565898264,59.9999521466151,59.9999447668172,59.9999818040041,59.9999641317401
1.0013346212523,257.075301968052,710.783137485274,684.519147849364,656.224940336063,517.443597220754,649.139354801844,528.192392071824,538.804520947292,822.983572111762,980.765383105699,182.043978437191,156.388297334948,140.87592046821,46.9802798950711,137.685249177643,224.346037398154,191.005204069117,15.4581200506146,45.4697342263141,232.181468391084,1.02594750482355,1.01803287915087,0.99170489736811,0.956303401431656,0.954242297915916,0.954890605958767,0.948616237393731,0.950197261893488,1.01847756798469,0.961394278826517,0.958007256990292,0.940989277275881,0.960122321150918,0.961427877592842,0.9700739412109,0.988350619557686,0.992437938986937,0.990732354148,0.98827206185484,0.985231090612229,0.995088805821886,1.02073316954887,1.01947163714475,0.996607660156268,1.02660375075464,1.01709432860965,0.999670581938312,1.01782029140681,1.01920132774524,1.04849120172731,0.976737944636255,0.979941244992852,0.995176993745104,1.0101658266014,1.04750570047446,1.06198371913014,1.02600572216914,1.02486269927116,1.02957964409626,59.999747256944,59.9996084534002,59.9996571555901,59.9998849454606,59.999977753707,59.9999084359628,59.999898326285,59.999881418985,59.9999659693119,59.9999302203798
1.00208324473337,256.395134519795,710.811406557176,684.557475269638,656.263980612828,517.457521032189,649.181364960841,528.223955077889,538.931476882418,823.041390511962,980.999049150975,182.135319942642,156.383189059518,140.875942598549,46.9911894360408,137.679001801963,224.353604457506,191.018642675541,15.4385722625588,45.4633350383919,232.157433116335,1.02595310871251,1.01803464032472,0.991701939804565,0.956295854267755,0.954233964394137,0.954881933125245,0.948608576528402,0.95019004384543,1.01847550044804,0.961384650722716,0.957997949420331,0.940980036958733,0.960112792133201,0.961418774203031,0.970064320175961,0.988340651992049,0.992430188568189,0.990726258763485,0.98826083994497,0.985219095488596,0.995078264935329,1.02072280437043,1.01946150851385,0.996597374577951,1.02661201637314,1.01708979713741,0.99966471712335,1.01780894955572,1.01918844477769,1.04851317209199,0.976726489866835,0.979930460594928,0.995167056844857,1.01015282237332,1.04749604087536,1.06197626139999,1.02600694234259,1.02484807408921,1.02958030911277,59.9996218166933,59.9993920046823,59.9994678540039,59.9998228467604,59.999968040437,59.9998595384832,59.9998437689412,59.9998148509844,59.9999491029198,59.9998960220107
1.00337640599318,255.465429510685,710.84739028104,684.606889104002,656.316532936262,517.476818290085,649.238717169882,528.266889728849,539.104525345794,823.120560322227,981.321323450172,182.260979755566,156.375415690473,140.87508710796,47.0059767006292,137.66958210885,224.363974106361,191.036847701592,15.4119007432992,45.454482836801,232.124757548743,1.02596070247953,1.01803688661383,0.99169764492649,0.956285325323774,0.954222407308918,0.95486991176414,0.948597959716044,0.950180040218034,1.01847262681159,0.961371276332678,0.957985030296651,0.940967202687129,0.960099548376547,0.961406086889894,0.970050792904509,0.988326591694058,0.992419211171803,0.990717592448912,0.988244884455667,0.985201976650439,0.995063413860765,1.02070818623149,1.01944720680862,0.996582872712143,1.0266231031656,1.01708322578112,0.999656320875273,1.01779298026011,1.01917034827726,1.04854329391668,0.976710589788869,0.979915412090814,0.995152842877675,1.01013417870647,1.04748239839541,1.06196558422869,1.02600839977619,1.02482757064637,1.02958119844655,59.9994237227982,59.999017086017,59.9991396716432,59.9997140268054,59.9999506422603,59.9997736898774,59.999748160422,59.9996938754557,59.9999180429285,59.999836409058
