time,P_gen_01_MW,P_gen_02_MW,P_gen_03_MW,P_gen_04_MW,P_gen_05_MW,P_gen_06_MW,P_gen_07_MW,P_gen_08_MW,P_gen_09_MW,P_gen_10_MW,Q_gen_01_Mvar,Q_gen_02_Mvar,Q_gen_03_Mvar,Q_gen_04_Mvar,Q_gen_05_Mvar,Q_gen_06_Mvar,Q_gen_07_Mvar,Q_gen_08_Mvar,Q_gen_09_Mvar,Q_gen_10_Mvar,V_bus_01,V_bus_02,V_bus_03,V_bus_04,V_bus_05,V_bus_06,V_bus_07,V_bus_08,V_bus_09,V_bus_10,V_bus_11,V_bus_12,V_bus_13,V_bus_14,V_bus_15,V_bus_16,V_bus_17,V_bus_18,V_bus_19,V_bus_20,V_bus_21,V_bus_22,V_bus_23,V_bus_24,V_bus_25,V_bus_26,V_bus_27,V_bus_28,V_bus_29,V_bus_30,V_bus_31,V_bus_32,V_bus_33,V_bus_34,V_bus_35,V_bus_36,V_bus_37,V_bus_38,V_bus_39,f_gen_01,f_gen_02,f_gen_03,f_gen_04,f_gen_05,f_gen_06,f_gen_07,f_gen_08,f_gen_09,f_gen_10
0,247.352261273966,699.116952392246,672.468436689094,653.082058117456,517.001575315051,646.130159821521,525.643122908954,535.987289333204,821.977002538217,950.42814425992,178.514463804071,156.180960293536,138.262339677886,44.6487567663441,137.308386721733,221.895608855346,188.546916430546,13.8484055552004,43.6269834569362,226.716692479406,1.02689619675705,1.02001666624597,0.99447483961839,0.960052914488354,0.958759194400415,0.959595583265732,0.953428280202794,0.95459830027182,1.02020748978919,0.965720464430389,0.96248971145941,0.945223402898302,0.964270555325827,0.965187824060215,0.973078921276371,0.991037183180515,0.995070011903285,0.993422115057645,0.990604030237737,0.987464309584295,0.997579428206033,1.02295995468122,1.02167673627957,0.999263896725713,1.02837994251279,1.01926682520478,1.00205421142613,1.01980305097993,1.02109290474891,1.04990032627657,0.982000407484284,0.984100409692964,0.997200872807602,1.01230087613236,1.04940108840344,1.06360108401266,1.02750044803667,1.02650102943883,1.0300000719806,60,60,60,60,60,60,60,60,60,60
0.2,247.352147745071,699.116875730087,672.468339706033,653.081739041182,517.001256606137,646.130016465863,525.643241488003,535.987282931208,821.976581197761,950.431725245661,178.514127017439,156.180854278296,138.262193264818,44.6484893727895,137.308618915998,221.895644835238,188.546756533802,13.8483873878241,43.6269131685302,226.715712880076,1.02689634378284,1.02001685759086,0.994475040116049,0.960053108719427,0.95875938752272,0.959595776101752,0.953428472315214,0.954598491454614,1.02020762188374,0.965720652071003,0.962489901630435,0.945223589244182,0.964270745017948,0.965188021132473,0.973079138955677,0.991037411654313,0.99507023484134,0.993422330404824,0.990604276065881,0.987464585016073,0.997579651095649,1.02296017059666,1.0216769419533,0.999264124040779,1.02838009875034,1.01926704806138,1.00205443309992,1.01980331134105,1.02109317049967,1.04990045693871,0.982000579005199,0.984100570900671,0.997201083025544,1.01230119020072,1.04940130699953,1.06360124211743,1.02750060259845,1.02650129160951,1.03000011870622,59.9999979038618,59.999997571694,59.9999975493403,59.9999970162923,59.9999967670842,59.9999973615192,59.9999974020685,59.9999976695916,59.9999969668573,59.9999987836974
0.4,247.352218092851,699.116723760728,672.468164854075,653.081361639069,517.000884414698,646.129809866064,525.643137139853,535.987186002709,821.976092568697,950.435484704017,178.513762703417,156.180753131528,138.262044059416,44.6482250024715,137.308789170982,221.895577278759,188.546543677481,13.8483413713596,43.6268219703308,226.714758639993,1.02689648089711,1.0200170221294,0.994475214203374,0.960053285264132,0.958759568883695,0.959595957779237,0.953428654400047,0.954598673034264,1.02020775024188,0.965720825861157,0.962490078889232,0.94522376174441,0.964270919399559,0.965188199058754,0.97307932626899,0.991037604366685,0.995070424180451,0.993422515063769,0.990604478408985,0.98746481063787,0.997579833734196,1.02296033924555,1.02167710315841,0.999264314759182,1.02838021901172,1.01926723217719,1.00205461843999,1.01980352857608,1.02109339171522,1.04990055558314,0.982000744034681,0.984100719918018,0.997201250466193,1.01230144479778,1.04940146607249,1.06360134982795,1.02750071619575,1.02650150633936,1.03000016337049,59.9999957145334,59.9999955577163,59.9999955509847,59.9999950637978,59.9999946636475,59.9999952629817,59.9999951590603,59.9999956783764,59.9999950999276,59.9999970049888
0.6,247.35190462781,699.116568182073,672.468013607168,653.081187704122,517.000629309251,646.129569637328,525.642814456399,535.987081091968,821.975900788041,950.437540087147,178.513622771089,156.180693553986,138.261969631768,44.6480807357574,137.308816669092,221.895462063568,188.546354615397,13.8483055509414,43.6267205643762,226.714392626111,1.02689652586455,1.02001704629394,0.994475239185839,0.960053319651259,0.958759612541999,0.959596001863173,0.953428701879723,0.954598721623847,1.02020779355855,0.965720861934769,0.962490118067935,0.945223797966544,0.964270954063293,0.965188230987169,0.973079348359209,0.991037621773341,0.995070441989751,0.993422536206915,0.990604487500228,0.987464827011134,0.997579844401366,1.022960337746,1.02167709880461,0.999264330623479,1.02838021859646,1.01926723232162,1.00205462629739,1.01980351649809,1.02109337440733,1.04990055784362,0.982000780813263,0.984100745404836,0.997201240088831,1.01230146760403,1.04940145199876,1.06360130764405,1.02750070980737,1.02650147541243,1.03000017857566,59.9999940338879,59.9999943974097,59.9999944514378,59.9999946360277,59.9999944932387,59.9999943612691,59.9999942497888,59.9999944082486,59.9999949527771,59.9999943586762
0.8,247.351644502021,699.11655373899,672.46804441793,653.081286728971,517.000719945857,646.129526212919,525.642776165619,535.98704469732,821.976188999109,950.434923998617,178.513910467193,156.180710399892,138.262054035867,44.6481487675236,137.308688158259,221.895491666939,188.546381008994,13.8483715662576,43.6266753165716,226.715283095974,1.02689638912936,1.02001684293784,0.994475020133488,0.960053104706681,0.958759400236745,0.959595788849726,0.953428494064471,0.954598516570043,1.02020766358892,0.965720649152829,0.96248990465261,0.945223588050834,0.964270739573376,0.965188010297433,0.973079105652974,0.991037366929576,0.99507019283339,0.993422297824962,0.990604210848697,0.987464538640993,0.997579594018811,1.0229600920912,1.02167685351485,0.999264074901395,1.02838004290673,1.01926696898686,1.0020543707611,1.01980319076653,1.02109303516246,1.04990040987001,0.982000570674875,0.984100548431793,0.997200971921189,1.01230116063239,1.04940121508332,1.0636010753349,1.02750054732654,1.02650112277428,1.03000013409431,59.9999934559826,59.9999937660327,59.9999938740924,59.9999944662808,59.9999949130723,59.9999943494354,59.9999944671441,59.9999936918416,59.9999948530335,59.9999918043979
1,247.351919448914,699.116650101119,672.468208792161,653.081399449671,517.000997704739,646.129856362282,525.643092250139,535.987115098243,821.976456109469,950.428913480958,178.514465299017,156.18077075031,138.262231281765,44.648332965707,137.308465454197,221.895634079564,188.546577690938,13.8484934426564,43.6266901016509,226.717022777616,1.02689613197341,1.02001650365959,0.99447465088492,0.96005272883502,0.958759018711514,0.959595405388814,0.953428116387122,0.954598142528851,1.02020741569325,0.965720272081748,0.962489524218583,0.945223215958439,0.964270361507435,0.965187625896465,0.973078694472808,0.991036940258187,0.99506978189358,0.993421901286815,0.990603758590716,0.987464063594078,0.99757917147838,1.02295968149004,1.02167644552061,0.999263645090658,1.02837976212162,1.0192665756457,1.00205397218291,1.01980273929526,1.02109257282773,1.04990017057094,0.982000194217386,0.98410020178925,0.997200544261644,1.0123006520705,1.04940082684498,1.06360071622983,1.02750028868048,1.0265006552755,1.03000005001758,59.9999929154556,59.9999930308482,59.9999931528418,59.9999937866105,59.9999943446027,59.9999939661539,59.9999939609786,59.9999929808452,59.9999937595388,59.9999905544695
1.00006529206147,341.757089934676,779.907829724876,0,684.99468714256,523.163759377279,677.539754241393,551.508649040521,558.335291765499,831.578874851011,1118.54614249543,202.735260997379,149.269262838465,0,63.4677939188545,138.943618188878,240.906762312071,209.238368511806,26.1451513262021,57.9113529280319,262.56665530048,1.02013701392834,1.00497324736947,0.974347716194066,0.936418777667022,0.933971126608356,0.933741955751028,0.93018931096523,0.932450764187416,1.01043685727576,0.934227184487983,0.933246416252631,0.916476266490742,0.934916336044235,0.939680975433635,0.95006247572255,0.969730122716306,0.974656843457661,0.973090845759356,0.971325105884732,0.968752353117346,0.977367230191241,1.0045775492762,1.00350188048069,0.978039975684145,1.01443262616055,1.00192988243428,0.983247735165037,1.00367636188898,1.00562882508751,1.03853996394244,0.949582578730978,0.934227184487983,0.980374782208794,0.994126686463838,1.03352608911309,1.05024320821919,1.01567377846179,1.01298561025037,1.02729484287458,59.9998828453926,59.9998624606771,59.9999931528418,59.9999391442663,59.9999827370657,59.9999497672155,59.9999459828525,59.9999479448019,59.9999801294282,59.999974089277
1.00015005508682,340.837126273981,779.958071028898,0,685.052251924719,523.182715062429,677.600411284966,551.555382664602,558.515565629798,831.659771003573,1118.88514739225,202.842508616857,149.255730485798,0,63.4822847683246,138.935612989588,240.917561617305,209.257692785424,26.1143982586153,57.901947165303,262.53430231757,1.02014506775976,1.00497818998704,0.974346396952984,0.936410984403823,0.933961163750849,0.933731382085406,0.930179879253445,0.932441830088525,1.01043361591861,0.93421681474642,0.933235988688792,0.916466093780945,0.934906030404624,0.93967081127339,0.950049594549137,0.969716134847408,0.974646735046171,0.973083779638651,0.971308518167174,0.968734734279905,0.9773519105312,1.00456219341873,1.00348683287337,0.978025349571592,1.0144457137914,1.00192412572128,0.98324020745727,1.00366032649243,1.00561048815352,1.0385721272515,0.949565126422162,0.93421681474642,0.980359837135234,0.994107763982697,1.03351171487967,1.05023191345212,1.01567578874474,1.01296469354355,1.02729550416684,59.9997406472537,59.9996929000333,59.9999931528418,59.9998681429016,59.999967644832,59.999892332182,59.9998836407725,59.9998892425984,59.999962360111,59.9999526923929
1.00023481811217,339.935327813305,780.007220042747,0,685.108625135213,523.201296710039,677.659842920866,551.60117415672,558.692257799803,831.739064595891,1119.21756384121,202.948310932735,149.242429415348,0,63.4964696972396,138.927723370385,240.928148840284,209.27661468493,26.0842182985832,57.8927097641245,262.502589811112,1.0201529596367,1.00498302712223,0.974345092392962,0.936403334616121,0.933951388994961,0.933721008612817,0.930170625848185,0.93243306472821,1.01043043466928,0.934206639770889,0.933225757488734,0.916456112139944,0.934895917809949,0.939660836050573,0.950036951011551,0.969702404190995,0.974636809488131,0.973076838340326,0.97129222968587,0.968717430118153,0.977336874806353,1.00454712228974,1.00347206297114,0.978010993137685,1.01445853356586,1.00191846624433,0.983232811860862,1.00364458730013,1.00559249187469,1.03860365410023,0.949548007576504,0.934206639770889,0.980345157037251,0.994089175114641,1.03349760745545,1.05022081892259,1.01567775091452,1.01294416699156,1.02729615118434,59.9995998279564,59.999523235123,59.9999931528418,59.9997970149722,59.9999525067065,59.9998347875038,59.9998211873549,59.9998300734591,59.9999444432166,59.9999312528251
1.0003756243292,338.476539623773,780.08651783227,0,685.199707443948,523.231362001372,677.7559343618,551.675215151975,558.978093369645,831.867346000011,1119.75558552482,203.121032549583,149.220830928936,0,63.5193731966005,138.91486437818,240.945279386855,209.307181146881,26.0353252433748,57.8777219198421,262.451295907104,1.02016574978473,1.00499098894196,0.974343029179973,0.936390966592619,0.933935575124385,0.933704225112601,0.930155654195642,0.932418882478361,1.01042528414995,0.934190177047582,0.933209203919048,0.916439962215536,0.934879555910632,0.939644696479716,0.950016480014512,0.969680168268867,0.974620748884479,0.973065623132196,0.971265823657412,0.968689368125382,0.977312522236053,1.00452270768085,1.00344813347492,0.977987742657175,1.01447935379452,1.00190932101757,0.983220851193364,1.00361910607784,1.00556335152112,1.03865520876645,0.94952029637193,0.934190177047582,0.980321345286303,0.994059017734743,1.0334747515943,1.05020282333504,1.01568096228819,1.01291092065105,1.02729719655099,59.9993688703896,59.9992411681809,59.9999931528418,59.9996785869471,59.999927260836,59.9997389598445,59.9997172017675,59.9997307781222,59.9999143624566,59.9998955460292
