time,P_gen_01_MW,P_gen_02_MW,P_gen_03_MW,P_gen_04_MW,P_gen_05_MW,P_gen_06_MW,P_gen_07_MW,P_gen_08_MW,P_gen_09_MW,P_gen_10_MW,Q_gen_01_Mvar,Q_gen_02_Mvar,Q_gen_03_Mvar,Q_gen_04_Mvar,Q_gen_05_Mvar,Q_gen_06_Mvar,Q_gen_07_Mvar,Q_gen_08_Mvar,Q_gen_09_Mvar,Q_gen_10_Mvar,V_bus_01,V_bus_02,V_bus_03,V_bus_04,V_bus_05,V_bus_06,V_bus_07,V_bus_08,V_bus_09,V_bus_10,V_bus_11,V_bus_12,V_bus_13,V_bus_14,V_bus_15,V_bus_16,V_bus_17,V_bus_18,V_bus_19,V_bus_20,V_bus_21,V_bus_22,V_bus_23,V_bus_24,V_bus_25,V_bus_26,V_bus_27,V_bus_28,V_bus_29,V_bus_30,V_bus_31,V_bus_32,V_bus_33,V_bus_34,V_bus_35,V_bus_36,V_bus_37,V_bus_38,V_bus_39,f_gen_01,f_gen_02,f_gen_03,f_gen_04,f_gen_05,f_gen_06,f_gen_07,f_gen_08,f_gen_09,f_gen_10
0,247.352261273966,699.116952392246,672.468436689094,653.082058117456,517.001575315051,646.130159821521,525.643122908954,535.987289333204,821.977002538217,950.42814425992,178.514463804071,156.180960293536,138.262339677886,44.6487567663441,137.308386721733,221.895608855346,188.546916430546,13.8484055552004,43.6269834569362,226.716692479406,1.02689619675705,1.02001666624597,0.99447483961839,0.960052914488354,0.958759194400415,0.959595583265732,0.953428280202794,0.95459830027182,1.02020748978919,0.965720464430389,0.96248971145941,0.945223402898302,0.964270555325827,0.965187824060215,0.973078921276371,0.991037183180515,0.995070011903285,0.993422115057645,0.990604030237737,0.987464309584295,0.997579428206033,1.02295995468122,1.02167673627957,0.999263896725713,1.02837994251279,1.01926682520478,1.00205421142613,1.01980305097993,1.02109290474891,1.04990032627657,0.982000407484284,0.984100409692964,0.997200872807602,1.01230087613236,1.04940108840344,1.06360108401266,1.02750044803667,1.02650102943883,1.0300000719806,60,60,60,60,60,60,60,60,60,60
0.2,247.352147745071,699.116875730087,672.468339706033,653.081739041182,517.001256606137,646.130016465863,525.643241488003,535.987282931208,821.976581197761,950.431725245661,178.514127017439,156.180854278296,138.262193264818,44.6484893727895,137.308618915998,221.895644835238,188.546756533802,13.8483873878241,43.6269131685302,226.715712880076,1.02689634378284,1.02001685759086,0.994475040116049,0.960053108719427,0.95875938752272,0.959595776101752,0.953428472315214,0.954598491454614,1.02020762188374,0.965720652071003,0.962489901630435,0.945223589244182,0.964270745017948,0.965188021132473,0.973079138955677,0.991037411654313,0.99507023484134,0.993422330404824,0.990604276065881,0.987464585016073,0.997579651095649,1.02296017059666,1.0216769419533,0.999264124040779,1.02838009875034,1.01926704806138,1.00205443309992,1.01980331134105,1.02109317049967,1.04990045693871,0.982000579005199,0.984100570900671,0.997201083025544,1.01230119020072,1.04940130699953,1.06360124211743,1.02750060259845,1.02650129160951,1.03000011870622,59.9999979038618,59.999997571694,59.9999975493403,59.9999970162923,59.9999967670842,59.9999973615192,59.9999974020685,59.9999976695916,59.9999969668573,59.9999987836974
0.4,247.352218092851,699.116723760728,672.468164854075,653.081361639069,517.000884414698,646.129809866064,525.643137139853,535.987186002709,821.976092568697,950.435484704017,178.513762703417,156.180753131528,138.262044059416,44.6482250024715,137.308789170982,221.895577278759,188.546543677481,13.8483413713596,43.6268219703308,226.714758639993,1.02689648089711,1.0200170221294,0.994475214203374,0.960053285264132,0.958759568883695,0.959595957779237,0.953428654400047,0.954598673034264,1.02020775024188,0.965720825861157,0.962490078889232,0.94522376174441,0.964270919399559,0.965188199058754,0.97307932626899,0.991037604366685,0.995070424180451,0.993422515063769,0.990604478408985,0.98746481063787,0.997579833734196,1.02296033924555,1.02167710315841,0.999264314759182,1.02838021901172,1.01926723217719,1.00205461843999,1.01980352857608,1.02109339171522,1.04990055558314,0.982000744034681,0.984100719918018,0.997201250466193,1.01230144479778,1.04940146607249,1.06360134982795,1.02750071619575,1.02650150633936,1.03000016337049,59.9999957145334,59.9999955577163,59.9999955509847,59.9999950637978,59.9999946636475,59.9999952629817,59.9999951590603,59.9999956783764,59.9999950999276,59.9999970049888
0.6,247.35190462781,699.116568182073,672.468013607168,653.081187704122,517.000629309251,646.129569637328,525.642814456399,535.987081091968,821.975900788041,950.437540087147,178.513622771089,156.180693553986,138.261969631768,44.6480807357574,137.308816669092,221.895462063568,188.546354615397,13.8483055509414,43.6267205643762,226.714392626111,1.02689652586455,1.02001704629394,0.994475239185839,0.960053319651259,0.958759612541999,0.959596001863173,0.953428701879723,0.954598721623847,1.02020779355855,0.965720861934769,0.962490118067935,0.945223797966544,0.964270954063293,0.965188230987169,0.973079348359209,0.991037621773341,0.995070441989751,0.993422536206915,0.990604487500228,0.987464827011134,0.997579844401366,1.022960337746,1.02167709880461,0.999264330623479,1.02838021859646,1.01926723232162,1.00205462629739,1.01980351649809,1.02109337440733,1.04990055784362,0.982000780813263,0.984100745404836,0.997201240088831,1.01230146760403,1.04940145199876,1.06360130764405,1.02750070980737,1.02650147541243,1.03000017857566,59.9999940338879,59.9999943974097,59.9999944514378,59.9999946360277,59.9999944932387,59.9999943612691,59.9999942497888,59.9999944082486,59.9999949527771,59.9999943586762
0.8,247.351644502021,699.11655373899,672.46804441793,653.081286728971,517.000719945857,646.129526212919,525.642776165619,535.98704469732,821.976188999109,950.434923998617,178.513910467193,156.180710399892,138.262054035867,44.6481487675236,137.308688158259,221.895491666939,188.546381008994,13.8483715662576,43.6266753165716,226.715283095974,1.02689638912936,1.02001684293784,0.994475020133488,0.960053104706681,0.958759400236745,0.959595788849726,0.953428494064471,0.954598516570043,1.02020766358892,0.965720649152829,0.96248990465261,0.945223588050834,0.964270739573376,0.965188010297433,0.973079105652974,0.991037366929576,0.99507019283339,0.993422297824962,0.990604210848697,0.987464538640993,0.997579594018811,1.0229600920912,1.02167685351485,0.999264074901395,1.02838004290673,1.01926696898686,1.0020543707611,1.01980319076653,1.02109303516246,1.04990040987001,0.982000570674875,0.984100548431793,0.997200971921189,1.01230116063239,1.04940121508332,1.0636010753349,1.02750054732654,1.02650112277428,1.03000013409431,59.9999934559826,59.9999937660327,59.9999938740924,59.9999944662808,59.9999949130723,59.9999943494354,59.9999944671441,59.9999936918416,59.9999948530335,59.9999918043979
1,247.351919448914,699.116650101119,672.468208792161,653.081399449671,517.000997704739,646.129856362282,525.643092250139,535.987115098243,821.976456109469,950.428913480958,178.514465299017,156.18077075031,138.262231281765,44.648332965707,137.308465454197,221.895634079564,188.546577690938,13.8484934426564,43.6266901016509,226.717022777616,1.02689613197341,1.02001650365959,0.99447465088492,0.96005272883502,0.958759018711514,0.959595405388814,0.953428116387122,0.954598142528851,1.02020741569325,0.965720272081748,0.962489524218583,0.945223215958439,0.964270361507435,0.965187625896465,0.973078694472808,0.991036940258187,0.99506978189358,0.993421901286815,0.990603758590716,0.987464063594078,0.99757917147838,1.02295968149004,1.02167644552061,0.999263645090658,1.02837976212162,1.0192665756457,1.00205397218291,1.01980273929526,1.02109257282773,1.04990017057094,0.982000194217386,0.98410020178925,0.997200544261644,1.0123006520705,1.04940082684498,1.06360071622983,1.02750028868048,1.0265006552755,1.03000005001758,59.9999929154556,59.9999930308482,59.9999931528418,59.9999937866105,59.9999943446027,59.9999939661539,59.9999939609786,59.9999929808452,59.9999937595388,59.9999905544695
1.00000610186357,46.1329775932744,529.307758397657,468.500690268751,382.947552586366,262.844746940255,115.099002655781,8.91785133888923,422.380533346843,596.135110822613,843.326252718648,508.672553104285,276.266981213187,335.379906596318,291.456247983094,287.084654749219,569.483287289137,485.131112836615,178.450277845926,272.050431260509,710.811652902367,0.941672751688473,0.845225677203372,0.738006138170446,0.72043714371906,0.757102388401924,0.761483031265964,0.765723788719777,0.77141526599479,0.924619936038074,0.751190305215583,0.753085584492032,0.729129274378628,0.733185937875901,0.691844892156441,0.554053068943887,0.50266061477318,0.604120549961422,0.654111433599593,0.628684535097549,0.667645524360799,0.359717084104633,0.220479690021159,0,0.432267204215575,0.856024002843819,0.778819916903505,0.694305035973234,0.842978045632304,0.864414363274769,0.942831634651336,0.827426387764536,0.823941009484013,0.688107885560858,0.738105335606248,0.413705905416295,0.363318389223901,0.898113285569546,0.910489839449342,1.00083791308752,60.000014840612,60.0000186781141,60.0000192264564,60.0000370117501,60.0000390799492,60.0000637996936,60.0000835344222,60.0000143762463,60.0000237171645,59.9999915347478
1.00001387370266,46.3154250989898,529.297488078735,468.487037360551,382.937549983902,262.841730506614,115.096559302015,8.91779908072317,422.339150722796,596.114275337204,843.248150043606,508.629652259832,276.268046961672,335.378992816056,291.454589359271,287.081960815972,569.477481136287,485.128269989792,178.452657898133,272.052026681269,710.823650410855,0.941670098134963,0.845224812131986,0.73800674289887,0.720439020541686,0.757104395058105,0.761485131597476,0.765725519878791,0.771416832902688,0.924619890292064,0.751192625759783,0.753087831645986,0.729131501610229,0.733188231848832,0.691847016975029,0.554054746612984,0.502662143413531,0.604121940602488,0.654112598513808,0.628686135616976,0.667646642440869,0.359717983629908,0.220479728395566,0,0.432268518782643,0.856020883386198,0.778820923223211,0.694306205325669,0.842981201231373,0.86441794186284,0.942823053739166,0.827429336587057,0.823943453047574,0.688109198875685,0.738105787210108,0.41370466208732,0.363317324707526,0.898111894360679,0.910493774702013,1.00083739747715,60.0000427536471,60.0000513455853,60.0000524370829,60.0000920678869,60.0000960589318,60.0001527456783,60.0001976225832,60.0000416321653,60.0000618754379,59.9999927837667
1.00002164554174,46.4975362479011,529.287235169915,468.473408363676,382.927561344347,262.838720898476,115.094122258337,8.91774688065778,422.297846139706,596.093476007139,843.170186329894,508.586873720309,276.269110915239,335.378079818721,291.45293390321,287.079264844628,569.471673419626,485.125427159659,178.455026736514,272.053618704499,710.835630076723,0.941667448527065,0.845223946927783,0.738007344721796,0.720440892291413,0.757106396546282,0.761487226599847,0.76572724643969,0.771418395538119,0.924619843801627,0.751194940463607,0.75309007312779,0.729133723204737,0.733190520001704,0.691849136198515,0.554056419229835,0.502663667138388,0.604123326665318,0.654113759343227,0.628687730138739,0.667647754470261,0.359718879277094,0.220479764585644,0,0.432269829122775,0.856017767756415,0.778821925801148,0.694307370591199,0.842984349276485,0.864421512166785,0.94281448795127,0.827432278769837,0.823945890543206,0.688110507045094,0.738106232737469,0.413703416579431,0.363316260191846,0.898110502675932,0.910497701114477,1.00083688252282,60.0000706413834,60.0000840150305,60.0000856499281,60.0001471260562,60.0001530385899,60.0002416920656,60.0003117107453,60.0000688980016,60.0001000372257,59.9999940336953
1.00003427265379,46.792699536658,529.270614427184,468.451316192391,382.911362475966,262.833845807245,115.090176042624,8.91766191938466,422.230905362961,596.059760422728,843.043812235711,508.517651069213,276.270835700208,335.376598163409,291.450251049258,287.074880450381,569.462234657761,485.120808414506,178.458852615926,272.056197983385,710.855055912805,0.941663153902959,0.845222551928133,0.738008321527563,0.720443924424792,0.757109638461503,0.761490620018107,0.765730042725743,0.771420926153051,0.924619766975479,0.751198689709632,0.753093703781285,0.729137321650506,0.733194226263314,0.691852568787619,0.554059127297982,0.502666133588726,0.604125571355024,0.654115640112431,0.628690308600159,0.667649548838698,0.359720326962516,0.220479819022066,0,0.43227195016721,0.856012721234585,0.778823550166689,0.694309258089393,0.842989449786449,0.864427296794411,0.942800641354226,0.827437045350581,0.823949838351734,0.688112621842799,0.738106944117787,0.413701388677672,0.363314530673276,0.898108244674708,0.910504062505428,1.00083604734238,60.0001158975122,60.0001370981398,60.000139616434,60.0002365848424,60.0002456163798,60.0003862064632,60.0004970727948,60.0001132186182,60.0001620471659,59.9999960664224
