time,P_generator,Q_generator,V_bus_01,V_bus_02,V_bus_03,V_bus_04,V_bus_05,V_bus_06,V_bus_07,V_bus_08,V_bus_09,V_bus_10,V_bus_11,V_bus_12,V_bus_13,V_bus_14,V_bus_15,V_bus_16,V_bus_17,V_bus_18,V_bus_19,V_bus_20,V_bus_21,V_bus_22,V_bus_23,V_bus_24,V_bus_25,V_bus_26,V_bus_27,V_bus_28,V_bus_29,V_bus_30,V_bus_31,V_bus_32,V_bus_33,V_bus_34,V_bus_35,V_bus_36,V_bus_37,V_bus_38,V_bus_39,f_gen_01,f_gen_02,f_gen_03,f_gen_04,f_gen_05,f_gen_06,f_gen_07,f_gen_08,f_gen_09,f_gen_10
0,6.99116952392246,1.56180960293536,1.02689619675705,1.02001666624597,0.99447483961839,0.960052914488354,0.958759194400415,0.959595583265732,0.953428280202794,0.95459830027182,1.02020748978919,0.965720464430389,0.96248971145941,0.945223402898302,0.964270555325827,0.965187824060215,0.973078921276371,0.991037183180515,0.995070011903285,0.993422115057645,0.990604030237737,0.987464309584295,0.997579428206033,1.02295995468122,1.02167673627957,0.999263896725713,1.02837994251279,1.01926682520478,1.00205421142613,1.01980305097993,1.02109290474891,1.04990032627657,0.982000407484284,0.984100409692964,0.997200872807602,1.01230087613236,1.04940108840344,1.06360108401266,1.02750044803667,1.02650102943883,1.0300000719806,1,1,1,1,1,1,1,1,1,1
0.2,6.99116875730087,1.56180854278296,1.02689634378284,1.02001685759086,0.994475040116049,0.960053108719427,0.95875938752272,0.959595776101752,0.953428472315214,0.954598491454614,1.02020762188374,0.965720652071003,0.962489901630435,0.945223589244182,0.964270745017948,0.965188021132473,0.973079138955677,0.991037411654313,0.99507023484134,0.993422330404824,0.990604276065881,0.987464585016073,0.997579651095649,1.02296017059666,1.0216769419533,0.999264124040779,1.02838009875034,1.01926704806138,1.00205443309992,1.01980331134105,1.02109317049967,1.04990045693871,0.982000579005199,0.984100570900671,0.997201083025544,1.01230119020072,1.04940130699953,1.06360124211743,1.02750060259845,1.02650129160951,1.03000011870622,0.999999965064363,0.999999959528234,0.999999959155672,0.999999950271538,0.99999994611807,0.999999956025321,0.999999956701142,0.99999996115986,0.999999949447621,0.99999997972829
0.4,6.99116723760728,1.56180753131528,1.02689648089711,1.0200170221294,0.994475214203374,0.960053285264132,0.958759568883695,0.959595957779237,0.953428654400047,0.954598673034264,1.02020775024188,0.965720825861157,0.962490078889232,0.94522376174441,0.964270919399559,0.965188199058754,0.97307932626899,0.991037604366685,0.995070424180451,0.993422515063769,0.990604478408985,0.98746481063787,0.997579833734196,1.02296033924555,1.02167710315841,0.999264314759182,1.02838021901172,1.01926723217719,1.00205461843999,1.01980352857608,1.02109339171522,1.04990055558314,0.982000744034681,0.984100719918018,0.997201250466193,1.01230144479778,1.04940146607249,1.06360134982795,1.02750071619575,1.02650150633936,1.03000016337049,0.999999928575556,0.999999925961939,0.999999925849744,0.999999917729963,0.999999911060791,0.999999921049695,0.999999919317671,0.99999992797294,0.999999918332127,0.999999950083147
0.6,6.99116568182073,1.56180693553986,1.02689652586455,1.02001704629394,0.994475239185839,0.960053319651259,0.958759612541999,0.959596001863173,0.953428701879723,0.954598721623847,1.02020779355855,0.965720861934769,0.962490118067935,0.945223797966544,0.964270954063293,0.965188230987169,0.973079348359209,0.991037621773341,0.995070441989751,0.993422536206915,0.990604487500228,0.987464827011134,0.997579844401366,1.022960337746,1.02167709880461,0.999264330623479,1.02838021859646,1.01926723232162,1.00205462629739,1.01980351649809,1.02109337440733,1.04990055784362,0.982000780813263,0.984100745404836,0.997201240088831,1.01230146760403,1.04940145199876,1.06360130764405,1.02750070980737,1.02650147541243,1.03000017857566,0.999999900564799,0.999999906623495,0.999999907523963,0.999999910600461,0.999999908220644,0.999999906021152,0.999999904163147,0.999999906804143,0.999999915879619,0.999999905977936
0.8,6.9911655373899,1.56180710399892,1.02689638912936,1.02001684293784,0.994475020133488,0.960053104706681,0.958759400236745,0.959595788849726,0.953428494064471,0.954598516570043,1.02020766358892,0.965720649152829,0.96248990465261,0.945223588050834,0.964270739573376,0.965188010297433,0.973079105652974,0.991037366929576,0.99507019283339,0.993422297824962,0.990604210848697,0.987464538640993,0.997579594018811,1.0229600920912,1.02167685351485,0.999264074901395,1.02838004290673,1.01926696898686,1.0020543707611,1.01980319076653,1.02109303516246,1.04990040987001,0.982000570674875,0.984100548431793,0.997200971921189,1.01230116063239,1.04940121508332,1.0636010753349,1.02750054732654,1.02650112277428,1.03000013409431,0.999999890933044,0.999999896100545,0.999999897901539,0.999999907771347,0.999999915217872,0.999999905823924,0.999999907785735,0.999999894864026,0.999999914217225,0.999999863406631
1,6.99116650101119,1.5618077075031,1.02689613197341,1.02001650365959,0.99447465088492,0.96005272883502,0.958759018711514,0.959595405388814,0.953428116387122,0.954598142528851,1.02020741569325,0.965720272081748,0.962489524218583,0.945223215958439,0.964270361507435,0.965187625896465,0.973078694472808,0.991036940258187,0.99506978189358,0.993421901286815,0.990603758590716,0.987464063594078,0.99757917147838,1.02295968149004,1.02167644552061,0.999263645090658,1.02837976212162,1.0192665756457,1.00205397218291,1.01980273929526,1.02109257282773,1.04990017057094,0.982000194217386,0.98410020178925,0.997200544261644,1.0123006520705,1.04940082684498,1.06360071622983,1.02750028868048,1.0265006552755,1.03000005001758,0.999999881924261,0.99999988384747,0.999999885880697,0.999999896443508,0.999999905743378,0.999999899435899,0.999999899349643,0.999999883014087,0.999999895992313,0.999999842574492
1.00058599777123,7.10748082865483,1.56393957377222,1.02594076761681,1.01803063980308,0.991708263736297,0.956312270798019,0.954252128884858,0.954900840982915,0.948625277526557,0.950205778500229,1.01847999725668,0.9614056298156,0.958018234198347,0.941000171542163,0.960133552166139,0.961438589578416,0.970085209927733,0.988362273947699,0.992446970647367,0.990739431438962,0.988285123764073,0.985245021601921,0.995101143724968,1.02074529614838,1.01948347756204,0.996619691326413,1.02659373814768,1.01709952183837,0.999677365454762,1.01783357662874,1.01921644407898,1.04846485322931,0.9767514523098,0.979953925499198,0.995188514766476,1.01018088763434,1.04751699277797,1.06199235886782,1.02600413309752,1.02487988555632,1.02957883681648,0.999998044508704,0.999997071923564,0.999997429791184,0.99999910333086,0.99999978563797,0.999999276497107,0.999999202443585,0.999999079446953,0.999999696733402,0.999999402195669
1.0013346212523,7.10783137485274,1.56388297334948,1.02594750482355,1.01803287915087,0.99170489736811,0.956303401431656,0.954242297915916,0.954890605958767,0.948616237393731,0.950197261893488,1.01847756798469,0.961394278826517,0.958007256990292,0.940989277275881,0.960122321150918,0.961427877592842,0.9700739412109,0.988350619557686,0.992437938986937,0.990732354148,0.98827206185484,0.985231090612229,0.995088805821886,1.02073316954887,1.01947163714475,0.996607660156268,1.02660375075464,1.01709432860965,0.999670581938312,1.01782029140681,1.01920132774524,1.04849120172731,0.976737944636255,0.979941244992852,0.995176993745104,1.0101658266014,1.04750570047446,1.06198371913014,1.02600572216914,1.02486269927116,1.02957964409626,0.999995787615734,0.999993474223337,0.999994285926501,0.999998082424343,0.99999962922845,0.999998473932713,0.999998305438083,0.999998023649751,0.999999432821865,0.99999883700633
1.00208324473337,7.10811406557176,1.56383189059518,1.02595310871251,1.01803464032472,0.991701939804565,0.956295854267755,0.954233964394137,0.954881933125245,0.948608576528402,0.95019004384543,1.01847550044804,0.961384650722716,0.957997949420331,0.940980036958733,0.960112792133201,0.961418774203031,0.970064320175961,0.988340651992049,0.992430188568189,0.990726258763485,0.98826083994497,0.985219095488596,0.995078264935329,1.02072280437043,1.01946150851385,0.996597374577951,1.02661201637314,1.01708979713741,0.99966471712335,1.01780894955572,1.01918844477769,1.04851317209199,0.976726489866835,0.979930460594928,0.995167056844857,1.01015282237332,1.04749604087536,1.06197626139999,1.02600694234259,1.02484807408921,1.02958030911277,0.999993696944888,0.999989866744705,0.999991130900065,0.999997047446007,0.999999467340617,0.999997658974719,0.999997396149021,0.999996914183073,0.99999915171533,0.999998267033512
1.00337640599318,7.1084739028104,1.56375415690473,1.02596070247953,1.01803688661383,0.99169764492649,0.956285325323774,0.954222407308918,0.95486991176414,0.948597959716044,0.950180040218034,1.01847262681159,0.961371276332678,0.957985030296651,0.940967202687129,0.960099548376547,0.961406086889894,0.970050792904509,0.988326591694058,0.992419211171803,0.990717592448912,0.988244884455667,0.985201976650439,0.995063413860765,1.02070818623149,1.01944720680862,0.996582872712143,1.0266231031656,1.01708322578112,0.999656320875273,1.01779298026011,1.01917034827726,1.04854329391668,0.976710589788869,0.979915412090814,0.995152842877675,1.01013417870647,1.04748239839541,1.06196558422869,1.02600839977619,1.02482757064637,1.02958119844655,0.999990395379971,0.999983618100284,0.999985661194054,0.99999523378009,0.999999177371005,0.999996228164624,0.999995802673701,0.999994897924262,0.999998634048808,0.9999972734843
