time,P_generator,Q_generator,V_bus_01,V_bus_02,V_bus_03,V_bus_04,V_bus_05,V_bus_06,V_bus_07,V_bus_08,V_bus_09,V_bus_10,V_bus_11,V_bus_12,V_bus_13,V_bus_14,V_bus_15,V_bus_16,V_bus_17,V_bus_18,V_bus_19,V_bus_20,V_bus_21,V_bus_22,V_bus_23,V_bus_24,V_bus_25,V_bus_26,V_bus_27,V_bus_28,V_bus_29,V_bus_30,V_bus_31,V_bus_32,V_bus_33,V_bus_34,V_bus_35,V_bus_36,V_bus_37,V_bus_38,V_bus_39,f_gen_01,f_gen_02,f_gen_03,f_gen_04,f_gen_05,f_gen_06,f_gen_07,f_gen_08,f_gen_09,f_gen_10
0,8.21977002538218,0.436269834569362,1.02689619675705,1.02001666624597,0.99447483961839,0.960052914488354,0.958759194400415,0.959595583265732,0.953428280202794,0.95459830027182,1.02020748978919,0.965720464430389,0.96248971145941,0.945223402898302,0.964270555325827,0.965187824060215,0.973078921276371,0.991037183180515,0.995070011903285,0.993422115057645,0.990604030237737,0.987464309584295,0.997579428206033,1.02295995468122,1.02167673627957,0.999263896725713,1.02837994251279,1.01926682520478,1.00205421142613,1.01980305097993,1.02109290474891,1.04990032627657,0.982000407484284,0.984100409692964,0.997200872807602,1.01230087613236,1.04940108840344,1.06360108401266,1.02750044803667,1.02650102943883,1.0300000719806,1,1,1,1,1,1,1,1,1,1
0.2,8.21976581197761,0.436269131685302,1.02689634378284,1.02001685759086,0.994475040116049,0.960053108719427,0.95875938752272,0.959595776101752,0.953428472315214,0.954598491454614,1.02020762188374,0.965720652071003,0.962489901630435,0.945223589244182,0.964270745017948,0.965188021132473,0.973079138955677,0.991037411654313,0.99507023484134,0.993422330404824,0.990604276065881,0.987464585016073,0.997579651095649,1.02296017059666,1.0216769419533,0.999264124040779,1.02838009875034,1.01926704806138,1.00205443309992,1.01980331134105,1.02109317049967,1.04990045693871,0.982000579005199,0.984100570900671,0.997201083025544,1.01230119020072,1.04940130699953,1.06360124211743,1.02750060259845,1.02650129160951,1.03000011870622,0.999999965064363,0.999999959528234,0.999999959155672,0.999999950271538,0.99999994611807,0.999999956025321,0.999999956701142,0.99999996115986,0.999999949447621,0.99999997972829
0.4,8.21976092568697,0.436268219703308,1.02689648089711,1.0200170221294,0.994475214203374,0.960053285264132,0.958759568883695,0.959595957779237,0.953428654400047,0.954598673034264,1.02020775024188,0.965720825861157,0.962490078889232,0.94522376174441,0.964270919399559,0.965188199058754,0.97307932626899,0.991037604366685,0.995070424180451,0.993422515063769,0.990604478408985,0.98746481063787,0.997579833734196,1.02296033924555,1.02167710315841,0.999264314759182,1.02838021901172,1.01926723217719,1.00205461843999,1.01980352857608,1.02109339171522,1.04990055558314,0.982000744034681,0.984100719918018,0.997201250466193,1.01230144479778,1.04940146607249,1.06360134982795,1.02750071619575,1.02650150633936,1.03000016337049,0.999999928575556,0.999999925961939,0.999999925849744,0.999999917729963,0.999999911060791,0.999999921049695,0.999999919317671,0.99999992797294,0.999999918332127,0.999999950083147
0.6,8.21975900788041,0.436267205643762,1.02689652586455,1.02001704629394,0.994475239185839,0.960053319651259,0.958759612541999,0.959596001863173,0.953428701879723,0.954598721623847,1.02020779355855,0.965720861934769,0.962490118067935,0.945223797966544,0.964270954063293,0.965188230987169,0.973079348359209,0.991037621773341,0.995070441989751,0.993422536206915,0.990604487500228,0.987464827011134,0.997579844401366,1.022960337746,1.02167709880461,0.999264330623479,1.02838021859646,1.01926723232162,1.00205462629739,1.01980351649809,1.02109337440733,1.04990055784362,0.982000780813263,0.984100745404836,0.997201240088831,1.01230146760403,1.04940145199876,1.06360130764405,1.02750070980737,1.02650147541243,1.03000017857566,0.999999900564799,0.999999906623495,0.999999907523963,0.999999910600461,0.999999908220644,0.999999906021152,0.999999904163147,0.999999906804143,0.999999915879619,0.999999905977936
0.8,8.21976188999109,0.436266753165716,1.02689638912936,1.02001684293784,0.994475020133488,0.960053104706681,0.958759400236745,0.959595788849726,0.953428494064471,0.954598516570043,1.02020766358892,0.965720649152829,0.96248990465261,0.945223588050834,0.964270739573376,0.965188010297433,0.973079105652974,0.991037366929576,0.99507019283339,0.993422297824962,0.990604210848697,0.987464538640993,0.997579594018811,1.0229600920912,1.02167685351485,0.999264074901395,1.02838004290673,1.01926696898686,1.0020543707611,1.01980319076653,1.02109303516246,1.04990040987001,0.982000570674875,0.984100548431793,0.997200971921189,1.01230116063239,1.04940121508332,1.0636010753349,1.02750054732654,1.02650112277428,1.03000013409431,0.999999890933044,0.999999896100545,0.999999897901539,0.999999907771347,0.999999915217872,0.999999905823924,0.999999907785735,0.999999894864026,0.999999914217225,0.999999863406631
1,8.21976456109469,0.436266901016509,1.02689613197341,1.02001650365959,0.99447465088492,0.96005272883502,0.958759018711514,0.959595405388814,0.953428116387122,0.954598142528851,1.02020741569325,0.965720272081748,0.962489524218583,0.945223215958439,0.964270361507435,0.965187625896465,0.973078694472808,0.991036940258187,0.99506978189358,0.993421901286815,0.990603758590716,0.987464063594078,0.99757917147838,1.02295968149004,1.02167644552061,0.999263645090658,1.02837976212162,1.0192665756457,1.00205397218291,1.01980273929526,1.02109257282773,1.04990017057094,0.982000194217386,0.98410020178925,0.997200544261644,1.0123006520705,1.04940082684498,1.06360071622983,1.02750028868048,1.0265006552755,1.03000005001758,0.999999881924261,0.99999988384747,0.999999885880697,0.999999896443508,0.999999905743378,0.999999899435899,0.999999899349643,0.999999883014087,0.999999895992313,0.999999842574492
1.00057336886188,8.20795824843278,0.419460439575049,1.02773441731466,1.02183454524837,0.996986947941422,0.963407139534945,0.962813443725584,0.963834219290202,0.957756161619938,0.958520572927559,1.02161292314912,0.969631409024432,0.966537807515529,0.949044355944958,0.968012318682626,0.968567216655886,0.975811916254728,0.993505029518508,0.997483387151124,0.995877939269492,0.992769450124974,0.989552313016905,0.999881933995099,1.02502794394943,1.02372158307754,1.0017086732603,1.03001538435617,1.0212859607661,1.00425562430787,1.02167193246355,1.02288340677924,1.05123392084647,0.98682724385705,0.987916074123638,0.999075943047454,1.0143142518995,1.05117030056567,1.06509111203767,1.02888383830529,1.02806447087649,1.03034080866475,1.00000177999822,1.00000280743362,1.00000243332528,1.00000074857975,1.00000007662252,1.00000058006871,1.00000064189875,1.00000072726983,1.00000014118262,1.00000028446162
1.00130141443886,8.20723771601098,0.419537946492858,1.02772742634868,1.02183273229225,0.996990853237156,0.963416425552747,0.962823412981877,0.963844536433525,0.957765223057941,0.958529067608921,1.02161490799824,0.969642821902901,0.966548854897624,0.949055345331309,0.968023669880519,0.968578161498681,0.97582332254364,0.993516794054731,0.99749263696995,0.995885340303762,0.992782503136153,0.989566238183647,0.999894318838539,1.0250400521687,1.0237334021291,1.00172079665294,1.03000527049226,1.02129132252049,1.00426260365793,1.02168554018734,1.02289888530129,1.05120724424609,0.986840511086704,0.987928575488826,0.999087376744887,1.01432930938179,1.0511815119975,1.06509961957152,1.02888206837568,1.02808206703199,1.03033980428862,1.00000409879901,1.00000652541921,1.00000567440566,1.00000183849408,1.00000029667829,1.0000014511851,1.00000159161321,1.00000182868793,1.00000046201971,1.00000084818264
1.00202946001584,8.2066303736266,0.419603681087398,1.02772156419126,1.0218312879769,0.996994246305503,0.963424331402459,0.962831878131599,0.96385329583998,0.957772914573905,0.958536277572919,1.02161659277601,0.969652521793793,0.966558240536487,0.949064684099124,0.968033318567192,0.968587475431213,0.975833071830673,0.99352686678298,0.997500574454542,0.99589170431897,0.992793732964441,0.98957824229834,0.999904912953259,1.02505041291466,1.02374352488803,1.00173117347713,1.02999684493634,1.02129598695992,1.00426862952769,1.02169718296828,1.02291211171497,1.05118484526286,0.986851798977724,0.9879392316374,0.999097252332052,1.01434232187514,1.05119110655596,1.06510696983105,1.02888064950021,1.02809708741294,1.0303389637732,1.00000624939007,1.00001025376223,1.00000892715045,1.00000294290895,1.00000052242223,1.00000233494816,1.00000255393338,1.00000298424044,1.0000008003681,1.00000141675361
1.00328210549117,8.20579564259749,0.419694961859835,1.02771359043145,1.02182957516146,0.996999158672441,0.963435349294594,0.962843611915435,0.963865433555276,0.957783566002684,0.958546259867682,1.0216189134139,0.969665990021351,0.9665712630397,0.949077648991775,0.968046721270956,0.96860044435908,0.975846756451049,0.993541049467804,0.997511798599523,0.995900739424515,0.992809662766394,0.989595325826796,0.999919807341322,1.02506498541028,1.02375778288151,1.00174577699411,1.02998555047204,1.02130274219877,1.00427724212327,1.02171357961383,1.02293069686594,1.05115461742244,0.986867482923819,0.987954091245484,0.999111343778271,1.0143609139654,1.05120460378166,1.06511745951995,1.0288788911788,1.02811815311358,1.03033781874868,1.00000963587444,1.00001668690205,1.0000145444664,1.00000486986138,1.00000092155814,1.00000387905474,1.00000423311026,1.00000507313831,1.00000141523592,1.00000240413061
